"('first', 'second')",4
"('along', 'front')",4
"('supported', 'first')",4
"('section', 'tearable')",1
"('position', 'storage')",4
"('strap', 'first')",2
"('positioned', 'collect')",4
"('end', 'front')",4
"('torn', 'first')",2
"('cover', 'around')",2
"('cover', 'pouch')",4
"('first', 'strap')",8
"('end', 'change')",2
"('strap', 'pouch')",1
"('second', 'strap')",8
"('perforation', 'torn')",4
"('second', 'opened')",4
"('end', 'joinable')",2
"('strap', 'tearable')",1
"('end', 'bottom')",4
"('user', 'wherein')",4
"('surface', 'first')",4
"('user', 'protector')",3
"('extend', 'first')",2
"('section', 'second')",2
"('end', 'strip')",2
"('collect', 'particulates')",4
"('front', 'back')",4
"('section', 'joinable')",2
"('pouch', 'positioned')",4
"('wherein', 'strap')",4
"('side', 'protector')",2
"('one', 'tearable')",4
"('positioned', 'strap')",2
"('length', 'strap')",2
"('two', 'strap')",2
"('portion', 'chest')",4
"('includes', 'least')",4
"('joined', 'first')",4
"('end', 'supported')",4
"('section', 'first')",8
"('wherein', 'protector')",4
"('first', 'side')",8
"('perforation', 'adhesive')",1
"('end', 'portion')",4
"('user', 'pouch')",2
"('surface', 'back')",4
"('second', 'end')",16
"('end', 'first')",2
"('strap', 'wherein')",2
"('closed', 'position')",4
"('permits', 'removal')",1
"('end', 'second')",4
"('cover', 'disposable')",3
"('one', 'first')",4
"('strap', 'section')",15
"('bottom', 'end')",4
"('protector', 'support')",11
"('opened', 'positioned')",4
"('tear', 'end')",8
"('top', 'end')",8
"('first', 'end')",22
"('particulates', 'liquids')",4
"('around', 'back')",2
"('comprises', 'strap')",2
"('section', 'positioned')",2
"('perforation', 'least')",1
"('position', 'top')",4
"('change', 'length')",2
"('back', 'surface')",4
"('pouch', 'top')",4
"('including', 'adhesive')",2
"('comprising', 'protector')",4
"('section', 'includes')",1
"('storage', 'second')",4
"('neck', 'user')",7
"('removal', 'protector')",2
"('end', 'opened')",4
"('end', 'strap')",2
"('end', 'protector')",14
"('protector', 'comprising')",4
"('moving', 'downwardly')",4
"('second', 'side')",8
"('portion', 'first')",2
"('torn', 'permits')",2
"('strap', 'joined')",2
"('cover', 'second')",4
"('protector', 'cover')",20
"('produced', 'second')",2
"('opened', 'position')",4
"('first', 'closed')",4
"('strap', 'tear')",4
"('downwardly', 'along')",4
"('joinable', 'adhesive')",2
"('covering', 'front')",4
"('back', 'neck')",2
"('strap', 'sections')",2
"('joined', 'second')",4
"('user', 'neck')",1
"('disposable', 'garment')",4
"('section', 'pouch')",1
"('support', 'garment')",3
"('chest', 'stomach')",4
"('one', 'adhesive')",1
"('support', 'comprises')",4
"('least', 'one')",5
"('protector', 'neck')",4
"('stomach', 'user')",4
"('end', 'including')",2
"('form', 'strap')",2
"('strap', 'includes')",3
"('back', 'formed')",4
"('side', 'second')",4
"('front', 'portion')",4
"('liquids', 'moving')",4
"('sections', 'first')",2
"('position', 'covering')",4
"('garment', 'protector')",7
"('protector', 'use')",1
"('user', 'second')",2
"('support', 'adapted')",3
"('fold', 'one')",4
"('formed', 'fold')",4
"('support', 'position')",4
"('end', 'joined')",4
"('joinable', 'form')",2
"('end', 'positioned')",2
"('adapted', 'support')",3
"('use', 'user')",1
"('cover', 'wherein')",2
"('quick', 'removal')",1
"('cover', 'front')",4
"('surface', 'protector')",4
"('positioned', 'second')",4
"('portion', 'second')",2
"('strip', 'joined')",2
"('section', 'tear')",4
"('tearable', 'perforation')",6
"('side', 'first')",10
"('permits', 'quick')",1
"('positioned', 'extend')",2
"('end', 'produced')",2
"('front', 'surface')",8
"('comprises', 'two')",2
"('adhesive', 'section')",6
